Live Detection Log: 2025-07-01 13:39:23.740405
Frame | Time | AmbulanceDetected | VehicleCount | Congestion | Classes
--------------------------------------------------------------------------------
1 | 13:39:24 | False | 0 | Low | {}
2 | 13:39:26 | False | 0 | Low | {}
3 | 13:39:26 | True | 1 | Low | {'ambulance': 1}
4 | 13:39:26 | True | 1 | Low | {'ambulance': 1}
5 | 13:39:27 | True | 1 | Low | {'ambulance': 1}
6 | 13:39:27 | True | 1 | Low | {'ambulance': 1}
7 | 13:39:27 | True | 1 | Low | {'ambulance': 1}
8 | 13:39:28 | True | 1 | Low | {'ambulance': 1}
9 | 13:39:28 | True | 1 | Low | {'ambulance': 1}
10 | 13:39:28 | True | 1 | Low | {'ambulance': 1}
11 | 13:39:28 | True | 1 | Low | {'ambulance': 1}
12 | 13:39:28 | True | 1 | Low | {'ambulance': 1}
13 | 13:39:28 | True | 1 | Low | {'ambulance': 1}
14 | 13:39:29 | True | 1 | Low | {'ambulance': 1}
15 | 13:39:29 | True | 1 | Low | {'ambulance': 1}
16 | 13:39:29 | True | 1 | Low | {'ambulance': 1}
17 | 13:39:29 | True | 1 | Low | {'ambulance': 1}
18 | 13:39:29 | True | 1 | Low | {'ambulance': 1}
19 | 13:39:30 | True | 1 | Low | {'ambulance': 1}
20 | 13:39:30 | True | 1 | Low | {'ambulance': 1}
21 | 13:39:30 | True | 1 | Low | {'ambulance': 1}
22 | 13:39:30 | True | 1 | Low | {'ambulance': 1}
23 | 13:39:30 | True | 1 | Low | {'ambulance': 1}
24 | 13:39:31 | True | 1 | Low | {'ambulance': 1}
25 | 13:39:31 | True | 1 | Low | {'ambulance': 1}
26 | 13:39:31 | True | 1 | Low | {'ambulance': 1}
27 | 13:39:31 | True | 1 | Low | {'ambulance': 1}
28 | 13:39:31 | True | 1 | Low | {'ambulance': 1}
29 | 13:39:32 | True | 1 | Low | {'ambulance': 1}
30 | 13:39:32 | True | 1 | Low | {'ambulance': 1}
31 | 13:39:32 | True | 1 | Low | {'ambulance': 1}
32 | 13:39:32 | True | 1 | Low | {'ambulance': 1}
